PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, SPED
Station name, SanPedro        
Begin Date, 2011-01-01
End Date, 2019-08-02
Release Date, 2019-08-03
Source file, SPED.cwu.nam08.pos
Offset from source file, 7.09 mm North, 27.30 mm East, 17.54 mm Vertical
Reference position, 18.4610151265 North Latitude, -69.3055732035 East Longitude, -22.11387 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2011-01-01,0.00, 0.00, 0.00, 1.62, 1.89, 7.94, repro,
2011-01-02,-0.70, 1.29, 12.20, 1.6, 1.82, 7.78, repro,
2011-01-03,-0.43, 1.51, 13.67, 1.66, 1.9, 8.03, repro,
2011-01-04,0.84, -1.56, 4.22, 1.69, 1.98, 8.16, repro,
2011-01-05,-0.37, 0.43, 11.13, 1.61, 1.82, 7.82, repro,
2011-01-06,0.68, 0.35, 12.64, 1.6, 1.83, 7.61, repro,
2011-01-07,-0.95, -0.31, 28.03, 1.59, 1.91, 7.74, repro,
2011-01-08,0.04, 0.81, 12.14, 1.55, 1.78, 7.44, repro,
2011-01-09,-0.76, 2.70, 20.58, 1.56, 1.79, 7.57, repro,
2011-01-10,0.66, 2.80, 19.22, 1.62, 1.89, 8.07, repro,
2011-01-11,2.44, -2.78, 16.79, 1.64, 1.97, 8.17, repro,
2011-01-12,-0.13, 2.95, 6.51, 1.59, 1.83, 7.73, repro,
2011-01-13,-1.51, 0.86, 13.46, 1.57, 1.9, 7.71, repro,
2011-01-14,-2.61, -0.58, 5.26, 1.6, 1.82, 7.67, repro,
2011-01-15,1.07, 2.22, 16.89, 1.58, 1.86, 7.72, repro,
2011-01-16,-0.23, 0.82, 6.43, 1.65, 1.95, 8.19, repro,
2011-01-17,2.12, 0.76, 19.67, 1.57, 1.8, 7.57, repro,
2011-01-18,0.10, 0.54, 4.60, 1.62, 1.83, 7.82, repro,
2011-01-19,-1.00, 0.69, 5.89, 1.6, 1.81, 7.79, repro,
2011-01-20,0.47, 1.33, 11.75, 1.57, 1.8, 7.55, repro,
2011-01-21,0.73, 1.83, 15.65, 1.61, 1.9, 7.7, repro,
2011-01-22,1.46, -0.40, 8.27, 1.58, 1.8, 7.6, repro,
2011-01-23,0.20, -0.53, 15.52, 1.57, 1.81, 7.58, repro,
2011-01-24,-1.01, 1.24, 6.05, 1.75, 2.17, 8.46, repro,
2011-01-25,0.15, 1.97, 11.07, 1.56, 1.8, 7.52, repro,
2011-01-26,1.46, 0.44, 12.79, 1.57, 1.87, 7.69, repro,
2011-01-27,-0.16, 0.55, 12.87, 1.58, 1.81, 7.7, repro,
2011-01-28,1.52, -0.07, 13.16, 1.59, 1.84, 7.79, repro,
2011-01-29,0.62, -0.81, 2.74, 1.6, 1.85, 7.81, repro,
2011-01-30,-2.45, 2.40, 9.51, 1.57, 1.81, 7.57, repro,
2011-01-31,-0.46, 1.99, 8.41, 1.56, 1.81, 7.55, repro,
2011-02-01,1.76, 0.66, 10.81, 1.63, 1.85, 7.81, repro,
2011-02-02,2.06, -0.03, 13.52, 1.7, 2.09, 8.33, repro,
2011-02-03,-0.10, 1.50, 6.95, 1.72, 1.9, 8.24, repro,
2011-02-04,2.17, 1.39, 15.91, 1.73, 1.89, 8.23, repro,
2011-02-05,3.41, -0.95, 21.16, 1.79, 2.12, 8.94, repro,
2011-02-06,0.78, -0.36, 20.31, 1.6, 1.83, 7.65, repro,
2011-02-07,-0.21, 0.49, 16.65, 1.64, 2.03, 7.95, repro,
2011-02-08,1.01, 0.25, 15.16, 1.66, 1.95, 8.19, repro,
2011-02-09,0.45, 0.40, 18.99, 1.6, 1.87, 7.82, repro,
2011-02-10,1.88, 2.56, 26.72, 1.56, 1.83, 7.59, repro,
2011-02-11,1.38, 0.88, 16.20, 1.62, 1.92, 7.88, repro,
2011-02-12,2.52, 1.86, 20.78, 1.58, 1.85, 7.64, repro,
2011-02-13,3.01, 1.91, 15.83, 1.63, 1.88, 7.81, repro,
2011-02-14,-0.15, 0.50, 12.95, 1.59, 1.84, 7.71, repro,
2011-02-15,1.92, -1.37, 12.71, 1.68, 1.96, 8.04, repro,
2011-02-16,5.01, 1.85, 19.59, 1.67, 1.89, 8.03, repro,
2011-02-17,5.00, 2.44, 22.22, 1.81, 2.15, 8.75, repro,
2011-02-18,4.40, -0.68, 9.56, 1.57, 1.86, 7.64, repro,
2011-02-19,1.31, 4.14, 15.71, 1.57, 1.83, 7.6, repro,
2011-02-20,-0.17, 0.88, 14.33, 1.57, 1.84, 7.58, repro,
2011-02-21,0.84, 2.26, 23.39, 1.6, 1.85, 7.72, repro,
2011-02-22,1.73, 0.38, 17.24, 1.56, 1.83, 7.51, repro,
2011-02-23,1.14, 1.65, 24.38, 1.64, 1.91, 7.88, repro,
2011-02-24,0.92, 1.88, 21.52, 1.57, 1.86, 7.65, repro,
2011-02-25,1.06, 2.20, 20.93, 1.61, 1.93, 7.74, repro,
2011-02-26,0.57, 2.37, 20.02, 1.65, 1.94, 7.99, repro,
2011-02-27,1.27, 1.62, 21.87, 1.6, 1.92, 7.65, repro,
2011-02-28,2.19, 1.29, 20.81, 1.56, 1.86, 7.56, repro,
2011-03-01,0.66, 3.59, 33.33, 1.57, 1.86, 7.62, repro,
2011-03-02,0.99, 4.04, 17.60, 1.63, 1.9, 7.79, repro,
2011-03-03,0.10, 0.94, 8.40, 1.56, 1.85, 7.57, repro,
2011-03-04,1.88, 1.47, 16.92, 1.57, 1.83, 7.55, repro,
2011-03-05,-0.48, 5.33, 24.66, 1.55, 1.87, 7.61, repro,
2011-03-06,0.15, 5.99, 17.78, 1.77, 2.22, 8.66, repro,
2011-03-07,-0.72, 1.66, 17.13, 1.57, 1.85, 7.68, repro,
2011-03-08,-1.95, 3.15, 12.00, 1.57, 1.85, 7.65, repro,
2011-03-09,-0.26, 3.06, 19.37, 1.61, 1.98, 8.03, repro,
2011-03-10,2.15, 3.08, 22.07, 1.58, 1.84, 7.62, repro,
2011-03-11,2.83, 1.06, 13.08, 1.58, 1.84, 7.62, repro,
2011-03-12,2.56, 1.41, 14.98, 1.58, 1.86, 7.64, repro,
2011-03-13,0.04, 2.77, 13.80, 1.59, 1.85, 7.64, repro,
2011-03-14,1.47, 2.32, 10.05, 1.7, 2.02, 7.95, repro,
2011-03-15,0.67, 3.12, 20.74, 1.6, 1.92, 7.76, repro,
2011-03-16,1.25, 4.16, 16.63, 1.63, 1.96, 7.78, repro,
2011-03-17,2.17, 5.70, 14.49, 1.64, 1.96, 7.93, repro,
2011-03-18,0.93, 2.33, 10.19, 1.64, 1.98, 7.77, repro,
2011-03-19,1.74, 1.63, 14.16, 1.63, 1.93, 7.78, repro,
2011-03-20,-0.67, 3.18, 8.83, 1.56, 1.82, 7.61, repro,
2011-03-21,-0.30, 3.36, 24.34, 1.65, 2.05, 7.97, repro,
2011-03-22,1.89, 2.18, 13.17, 1.66, 1.92, 7.79, repro,
2011-03-23,1.35, 3.94, 10.00, 1.65, 1.94, 7.92, repro,
2011-03-24,0.01, 2.50, 10.99, 1.68, 1.96, 7.91, repro,
2011-03-25,0.20, 2.52, 14.83, 1.68, 1.95, 7.88, repro,
2011-03-26,-0.20, 4.24, 14.26, 1.81, 2.19, 8.8, repro,
2011-03-27,0.29, 5.07, 9.38, 1.61, 1.86, 7.84, repro,
2011-03-28,0.44, 4.85, 9.17, 1.65, 1.92, 8.04, repro,
2011-03-29,1.36, 2.40, 7.74, 1.66, 1.88, 7.95, repro,
2011-03-30,0.33, 2.53, 10.34, 1.6, 1.87, 7.75, repro,
2011-03-31,2.07, 5.57, 11.93, 1.89, 2.33, 8.96, repro,
2011-05-01,1.75, 4.26, 5.15, 1.56, 1.81, 7.53, repro,
2011-05-02,0.04, 4.31, 6.15, 1.65, 1.96, 7.96, repro,
2011-05-03,0.08, 4.73, 11.30, 1.58, 1.81, 7.61, repro,
2011-05-04,0.13, 6.74, 9.13, 1.61, 1.89, 7.85, repro,
2011-05-05,0.62, 5.15, 11.28, 1.62, 1.91, 7.84, repro,
2011-05-06,1.25, 6.27, 19.77, 1.62, 1.87, 7.7, repro,
2011-05-07,2.20, 5.46, 13.37, 1.59, 1.82, 7.78, repro,
2011-05-08,1.68, 5.55, 14.65, 1.63, 1.93, 8.18, repro,
2011-05-09,-1.08, 5.97, 15.06, 1.59, 1.81, 7.79, repro,
2011-05-10,0.32, 3.87, 14.84, 1.6, 1.83, 7.82, repro,
2011-05-11,0.92, 3.83, 13.71, 1.61, 1.84, 7.87, repro,
2011-05-12,1.10, 6.83, 15.17, 1.6, 1.82, 7.78, repro,
2011-05-13,1.83, 5.77, 4.43, 1.69, 1.96, 8.3, repro,
2011-05-14,0.54, 8.77, -0.25, 1.64, 1.99, 8.12, repro,
2011-05-15,0.12, 6.38, 10.64, 1.68, 2, 8.1, repro,
2011-05-16,-0.34, 5.64, 14.18, 1.8, 2.21, 8.73, repro,
2011-05-17,0.55, 8.11, 18.73, 1.98, 2.59, 9.92, repro,
2011-05-18,-0.42, 7.61, 7.66, 1.69, 2, 8.33, repro,
2011-05-19,-2.30, 5.06, 3.43, 1.8, 2.16, 8.77, repro,
2011-05-20,-1.87, 6.25, 8.30, 1.77, 2.12, 8.6, repro,
2011-05-21,0.77, 3.89, 19.48, 1.7, 2.01, 8.39, repro,
2011-05-22,1.10, 6.62, 23.60, 1.7, 2.08, 8.39, repro,
2011-05-23,0.85, 6.65, 26.22, 1.7, 1.97, 8.46, repro,
2011-05-24,0.44, 7.30, 20.68, 1.69, 1.98, 8.47, repro,
2011-05-25,0.53, 6.39, 12.51, 1.64, 1.98, 8.29, repro,
2011-05-26,1.16, 7.00, 7.62, 1.7, 1.96, 8.52, repro,
2011-05-27,-0.18, 6.14, 10.16, 1.75, 2.01, 8.92, repro,
2011-05-28,1.57, 7.16, 2.72, 1.7, 2.07, 8.6, repro,
2011-05-29,1.05, 6.60, 7.59, 1.65, 2.05, 8.32, repro,
2011-05-30,2.10, 5.35, 16.78, 1.66, 1.98, 8.42, repro,
2011-05-31,-0.53, 7.55, 4.15, 1.73, 2.06, 8.75, repro,
2011-06-01,0.61, 11.03, 3.39, 1.74, 2.16, 8.69, repro,
2011-06-02,0.38, 6.89, 17.36, 1.7, 1.98, 8.41, repro,
2011-06-03,0.30, 6.10, 8.50, 1.6, 1.95, 7.87, repro,
2011-06-04,0.41, 5.95, 17.42, 1.62, 1.96, 7.96, repro,
2011-06-05,0.31, 6.63, 16.29, 1.87, 2.17, 8.9, repro,
2011-06-06,1.60, 5.34, 1.15, 1.69, 2, 8.14, repro,
2011-06-07,0.26, 9.44, 18.06, 1.63, 1.9, 8, repro,
2011-06-08,1.39, 4.99, 18.55, 1.84, 2.15, 9.05, repro,
2011-06-09,2.36, 6.74, 13.72, 1.59, 1.84, 7.82, repro,
2011-06-10,1.33, 7.43, 16.42, 1.6, 1.88, 7.53, repro,
2011-06-11,0.17, 6.99, 15.85, 1.62, 1.86, 7.94, repro,
2011-06-12,-0.53, 7.11, 9.45, 1.58, 1.83, 7.64, repro,
2011-06-13,1.03, 6.54, 9.62, 1.58, 1.84, 7.66, repro,
2011-06-14,0.74, 6.15, 12.53, 1.66, 1.96, 8, repro,
2011-06-15,2.79, 6.24, 15.97, 1.57, 1.9, 7.7, repro,
2011-06-16,2.35, 6.55, 18.88, 1.65, 1.94, 7.92, repro,
2011-06-17,2.33, 6.02, 5.83, 1.64, 1.92, 8.03, repro,
2011-06-18,3.84, 8.08, 27.10, 1.61, 1.85, 7.92, repro,
2011-06-19,4.99, 4.31, 19.37, 1.66, 1.94, 8.01, repro,
2011-06-20,1.01, 7.58, 4.00, 1.64, 1.89, 8.04, repro,
2011-06-21,1.96, 6.56, 6.08, 1.61, 1.91, 7.95, repro,
2011-06-22,1.03, 6.07, 6.77, 1.56, 1.82, 7.57, repro,
2011-06-23,0.00, 7.78, 16.88, 1.62, 1.88, 7.81, repro,
2011-06-24,3.61, 6.20, 10.61, 1.78, 2.13, 8.46, repro,
2011-06-25,4.23, 7.46, 15.39, 1.69, 1.99, 8.36, repro,
2011-06-26,1.98, 6.17, 10.87, 1.6, 1.92, 7.94, repro,
2011-06-27,3.05, 2.54, -6.45, 1.64, 1.96, 8.08, repro,
2011-06-28,1.31, 4.42, 10.29, 1.69, 2.02, 8.2, repro,
2011-06-29,2.13, 5.93, -0.72, 1.9, 2.3, 9.27, repro,
2011-06-30,3.46, 7.33, 12.88, 1.8, 2.14, 8.65, repro,
2011-07-01,4.91, 7.91, 10.60, 1.67, 1.89, 8.13, repro,
2011-07-02,3.44, 8.13, 6.25, 1.77, 2.16, 8.54, repro,
2011-07-03,2.16, 7.58, 18.59, 1.74, 1.93, 8.75, repro,
2011-07-04,3.97, 6.52, 6.20, 1.63, 1.84, 7.97, repro,
2011-07-05,4.43, 7.32, 3.03, 1.89, 2.4, 9.73, repro,
2011-07-06,0.65, 6.53, 8.34, 1.61, 1.84, 7.9, repro,
2011-07-07,0.88, 5.24, 11.88, 1.66, 1.88, 8.14, repro,
2011-07-08,3.11, 7.29, 13.29, 1.68, 1.89, 8.15, repro,
2011-07-09,4.62, 4.48, 9.87, 1.9, 2.04, 8.73, repro,
2011-07-10,1.13, 6.56, 14.22, 1.73, 1.94, 8.57, repro,
2011-07-11,3.63, 7.73, 16.85, 1.65, 1.83, 8, repro,
2011-07-12,2.81, 6.37, -4.41, 1.63, 1.85, 7.92, repro,
2011-07-13,4.96, 7.83, 12.04, 1.63, 1.85, 7.95, repro,
2011-07-14,4.86, 9.99, 2.76, 1.71, 1.9, 8.23, repro,
2011-07-15,3.02, 8.19, 4.75, 1.67, 1.84, 8.24, repro,
2011-07-16,-0.77, 4.93, 25.00, 1.7, 2.06, 8.54, repro,
2011-07-17,1.18, 8.54, 10.59, 1.65, 1.83, 8, repro,
2011-07-18,1.51, 10.67, 7.10, 1.72, 1.91, 8.35, repro,
2011-07-19,3.90, 8.03, 9.37, 1.74, 1.91, 8.49, repro,
2011-07-20,6.02, 3.89, 12.10, 1.8, 2.14, 8.8, repro,
2011-07-21,2.54, 7.78, 10.68, 1.66, 1.84, 8.05, repro,
2011-07-22,1.12, 6.53, 22.54, 1.61, 1.84, 7.93, repro,
2011-07-23,5.25, 1.95, 16.48, 1.79, 2.11, 8.47, repro,
2011-07-24,4.65, 8.56, 9.61, 1.83, 2.04, 9, repro,
2011-07-25,2.79, 7.36, 6.41, 1.61, 1.85, 7.89, repro,
2011-07-26,6.10, 9.14, 9.79, 1.78, 1.95, 8.53, repro,
2011-07-27,1.38, 7.11, 22.03, 1.74, 1.87, 8.31, repro,
2011-07-28,3.56, 6.29, 4.40, 2.02, 2.39, 10.06, repro,
2011-07-29,5.92, 8.50, 10.41, 1.77, 1.94, 8.76, repro,
2011-07-30,4.40, 5.72, 9.68, 1.94, 2, 9.25, repro,
2011-07-31,1.99, 9.62, 14.95, 1.89, 2.13, 8.28, repro,
2011-08-01,3.30, 4.97, 20.77, 1.91, 2.12, 8.2, repro,
2011-08-02,3.94, 6.69, 15.09, 1.93, 2.1, 8.25, repro,
2011-08-03,5.40, 10.72, 15.56, 2.03, 2.22, 8.76, repro,
2011-08-04,1.20, 3.00, 10.19, 1.94, 2.12, 8.26, repro,
2011-08-05,2.22, 7.91, 3.87, 2.2, 2.52, 10.29, repro,
2011-08-06,2.52, 5.99, 22.31, 1.92, 2.12, 8.37, repro,
2011-08-07,2.23, 11.03, 13.52, 1.9, 2.17, 8.42, repro,
2011-08-08,1.74, 9.69, 17.79, 1.91, 2.12, 8.24, repro,
2011-08-09,-0.05, 10.54, 11.06, 1.93, 2.14, 8.25, repro,
2011-08-10,1.17, 7.89, 10.59, 2.05, 2.21, 8.74, repro,
2011-08-11,0.17, 10.74, 13.71, 1.99, 2.3, 8.42, repro,
2011-08-12,2.40, 8.80, 18.07, 2.1, 2.32, 8.53, repro,
2011-08-13,1.68, 8.64, 8.59, 1.97, 2.18, 8.48, repro,
2011-08-14,1.57, 9.44, 10.87, 1.92, 2.16, 8.41, repro,
2011-08-15,4.95, 11.73, 14.36, 1.92, 2.1, 8.36, repro,
2011-08-16,4.59, 8.28, 14.62, 1.98, 2.33, 8.64, repro,
2011-08-17,3.10, 12.68, 18.16, 2.07, 2.39, 8.96, repro,
2011-08-18,4.31, 7.67, 15.70, 2.04, 2.38, 9.06, repro,
2011-08-19,1.95, 10.14, 23.83, 2.03, 2.32, 9.19, repro,
2011-08-20,1.17, 11.28, 14.02, 1.94, 2.19, 8.36, repro,
2011-08-21,1.42, 9.81, 27.45, 1.88, 2.11, 8.08, repro,
2011-08-22,0.78, 11.37, 4.90, 1.89, 2.21, 8.31, repro,
2011-08-23,1.51, 11.69, 10.61, 1.99, 2.29, 8.6, repro,
2011-08-24,4.83, 8.35, 17.47, 1.94, 2.17, 8.38, repro,
2011-08-25,5.76, 8.46, -0.09, 2, 2.31, 8.79, repro,
2011-08-26,3.55, 17.26, 12.23, 2.01, 2.22, 8.55, repro,
2011-08-27,0.52, 9.10, 18.38, 1.98, 2.3, 8.85, repro,
2011-08-28,1.48, 7.97, 12.15, 1.98, 2.25, 8.44, repro,
2011-08-29,1.24, 10.73, 8.99, 1.95, 2.3, 8.55, repro,
2011-08-30,1.04, 7.81, 22.09, 1.95, 2.25, 8.41, repro,
2011-08-31,2.53, 10.89, 13.85, 1.93, 2.18, 8.34, repro,
2011-09-01,0.03, 11.09, 19.79, 1.93, 2.17, 8.43, repro,
2011-09-02,3.07, 12.51, 24.58, 1.92, 2.18, 8.36, repro,
2011-09-03,3.34, 12.34, 26.92, 1.9, 2.09, 8.21, repro,
2011-09-04,-1.07, 6.13, 27.82, 1.92, 2.19, 8.39, repro,
2011-09-05,2.38, 11.13, 11.07, 1.9, 2.11, 8.26, repro,
2011-09-06,2.01, 11.28, 22.05, 1.93, 2.11, 8.29, repro,
2011-09-07,1.22, 12.49, 9.11, 2.05, 2.31, 8.61, repro,
2011-09-08,2.91, 10.53, 11.87, 2, 2.25, 8.83, repro,
2011-09-09,-2.11, 10.30, 12.90, 2.14, 2.29, 9.26, repro,
2011-09-10,2.53, 9.94, 20.80, 1.91, 2.11, 8.26, repro,
2011-09-11,1.35, 11.70, 13.05, 1.9, 2.11, 8.18, repro,
2011-09-12,1.82, 11.45, 9.32, 2.23, 2.69, 9.61, repro,
2011-09-13,0.58, 12.09, 9.01, 1.96, 2.21, 8.7, repro,
2011-09-14,-2.36, 14.15, 1.31, 1.9, 2.08, 8.21, repro,
2011-09-15,3.83, 10.63, 7.93, 1.93, 2.14, 8.41, repro,
2011-09-16,2.61, 9.55, 19.19, 1.9, 2.11, 8.25, repro,
2011-09-17,5.50, 10.63, 18.18, 1.95, 2.27, 8.67, repro,
2011-09-18,5.13, 11.15, 10.99, 2.08, 2.18, 8.94, repro,
2011-09-19,4.86, 8.94, 14.43, 2.11, 2.32, 9.03, repro,
2011-09-20,2.18, 9.43, 10.45, 2.07, 2.24, 9.25, repro,
2011-09-21,4.84, 6.61, 17.59, 1.94, 2.14, 8.59, repro,
2011-09-22,4.78, 8.84, 7.14, 1.9, 2.13, 8.24, repro,
2011-09-23,4.20, 9.38, 11.11, 1.9, 2.1, 8.22, repro,
2011-09-24,9.04, 8.90, 7.38, 2, 2.28, 8.95, repro,
2011-09-25,0.14, 11.98, 25.17, 2.05, 2.24, 8.89, repro,
2011-09-26,3.99, 10.90, 4.23, 1.98, 2.17, 8.68, repro,
2011-09-27,0.61, 12.04, 15.14, 1.94, 2.14, 8.19, repro,
2011-09-28,3.28, 12.99, 10.46, 2.05, 2.24, 8.67, repro,
2011-09-29,3.99, 10.29, 9.35, 2.19, 2.57, 9.42, repro,
2011-09-30,0.98, 12.96, 16.76, 2.03, 2.21, 8.74, repro,
2011-10-01,3.01, 9.99, 6.09, 1.97, 2.17, 8.47, repro,
2011-10-02,4.87, 11.83, 8.64, 2.01, 2.16, 8.81, repro,
2011-10-03,2.51, 11.92, 10.93, 2.29, 2.6, 9.95, repro,
2011-10-04,5.36, 11.04, 14.00, 2, 2.27, 8.65, repro,
2011-10-05,6.39, 9.91, 5.94, 1.99, 2.17, 8.47, repro,
2011-10-06,3.95, 12.44, 24.29, 1.96, 2.16, 8.34, repro,
2011-10-07,9.68, 10.02, 24.49, 1.99, 2.2, 8.49, repro,
2011-10-08,1.38, 12.75, 9.42, 2.01, 2.28, 8.73, repro,
2011-10-09,5.04, 11.52, 13.63, 1.99, 2.19, 8.51, repro,
2011-10-10,2.49, 11.23, 24.08, 1.97, 2.16, 8.48, repro,
2011-10-11,7.23, 12.83, 1.44, 2.28, 2.47, 9.99, repro,
2011-10-12,2.94, 10.30, 4.50, 1.96, 2.14, 8.31, repro,
2011-10-13,1.54, 12.14, 8.60, 2, 2.15, 8.47, repro,
2011-10-14,5.04, 11.11, 22.59, 1.99, 2.17, 8.57, repro,
2011-10-15,3.76, 12.56, 2.18, 1.96, 2.17, 8.41, repro,
2011-10-16,6.34, 7.48, 0.47, 1.95, 2.27, 8.54, repro,
2011-10-17,1.36, 11.25, -1.45, 1.91, 2.11, 8.18, repro,
2011-10-18,4.63, 10.81, 11.64, 1.99, 2.22, 8.47, repro,
2011-10-19,0.98, 12.31, 12.22, 2.01, 2.19, 8.93, repro,
2011-10-20,1.05, 13.15, -0.07, 2.01, 2.38, 8.87, repro,
2011-10-21,3.01, 12.13, -4.40, 2.02, 2.24, 8.72, repro,
2011-10-22,2.48, 13.13, 18.23, 1.98, 2.24, 8.48, repro,
2011-10-23,2.89, 12.30, 9.15, 1.92, 2.14, 8.24, repro,
2011-10-24,4.25, 6.08, 24.41, 2.19, 2.5, 9.87, repro,
2011-10-25,6.40, 9.66, 12.31, 1.96, 2.24, 8.42, repro,
2011-10-26,4.75, 10.48, 9.31, 1.95, 2.13, 8.44, repro,
2011-10-27,2.21, 12.44, 22.12, 1.93, 2.16, 8.32, repro,
2011-10-28,2.73, 10.61, 20.88, 1.96, 2.15, 8.33, repro,
2011-10-29,2.37, 12.95, 18.59, 1.98, 2.17, 8.32, repro,
2011-10-30,5.88, 13.36, 16.14, 1.97, 2.19, 8.19, repro,
2011-10-31,4.49, 8.61, 5.76, 2.14, 2.48, 8.91, repro,
2011-11-01,4.51, 13.03, 24.75, 1.95, 2.22, 8.4, repro,
2011-11-02,3.36, 13.40, 10.22, 1.93, 2.12, 8.21, repro,
2011-11-03,3.00, 11.66, 3.45, 1.96, 2.15, 8.26, repro,
2011-11-04,5.76, 10.53, 8.50, 2.06, 2.41, 9.29, repro,
2011-11-05,5.52, 11.13, 15.40, 1.98, 2.21, 8.55, repro,
2011-11-06,2.58, 14.51, 11.49, 1.98, 2.31, 8.59, repro,
2011-11-07,2.49, 11.51, 8.01, 1.94, 2.23, 8.44, repro,
2011-11-08,2.84, 12.97, 6.84, 2.02, 2.39, 8.87, repro,
2011-11-09,2.20, 11.79, 1.54, 2.06, 2.4, 9.16, repro,
2011-11-10,2.99, 17.51, 9.55, 1.95, 2.31, 8.38, repro,
2011-11-11,4.90, 14.41, 13.44, 2.01, 2.4, 8.82, repro,
2011-11-12,2.55, 18.87, 1.34, 2.01, 2.33, 8.79, repro,
2011-11-13,3.33, 13.85, 6.29, 1.96, 2.17, 8.39, repro,
2011-11-14,4.80, 14.44, 11.74, 2, 2.3, 8.69, repro,
2011-11-15,2.45, 13.84, 11.53, 1.91, 2.21, 8.13, repro,
2011-11-16,1.05, 14.56, 2.57, 2.03, 2.42, 8.77, repro,
2011-11-17,2.06, 14.45, 15.79, 2.09, 2.45, 8.9, repro,
2011-11-18,3.79, 11.41, -5.12, 1.98, 2.28, 8.44, repro,
2011-11-19,4.62, 10.93, 6.09, 1.98, 2.28, 8.49, repro,
2011-11-20,3.64, 10.93, -0.02, 2, 2.28, 8.34, repro,
2011-11-21,1.23, 17.34, 3.74, 1.96, 2.25, 8.38, repro,
2011-11-22,3.32, 13.07, 21.51, 2.13, 2.43, 8.89, repro,
2011-11-23,0.31, 11.03, 9.57, 2.24, 2.62, 9.53, repro,
2011-11-24,2.98, 12.57, 14.63, 1.91, 2.2, 8.17, repro,
2011-11-25,3.69, 13.75, 2.80, 1.94, 2.17, 8.09, repro,
2011-11-26,1.71, 12.53, 7.26, 2.09, 2.35, 8.69, repro,
2011-11-27,2.36, 11.28, 2.27, 2.12, 2.45, 8.94, repro,
2011-11-28,3.96, 14.61, 17.69, 1.94, 2.22, 8.2, repro,
2011-11-29,2.14, 14.22, 0.80, 2.35, 2.43, 8.37, repro,
2011-11-30,2.82, 14.35, 12.25, 1.97, 2.19, 8.33, repro,
2011-12-01,2.04, 14.85, 7.44, 2.06, 2.36, 8.88, repro,
2011-12-02,4.01, 14.89, 17.42, 1.96, 2.15, 8.42, repro,
2011-12-03,4.33, 14.81, 9.60, 1.9, 2.05, 8, repro,
2011-12-04,6.31, 13.18, 11.26, 1.92, 2.05, 8.02, repro,
2011-12-05,2.52, 14.53, 7.58, 1.91, 2.04, 7.96, repro,
2011-12-06,3.27, 13.77, 7.32, 2.15, 2.5, 9.52, repro,
2011-12-07,2.59, 12.96, -0.04, 1.98, 2.25, 8.79, repro,
2011-12-08,3.68, 13.98, 4.54, 2, 2.32, 9.08, repro,
2011-12-09,4.92, 15.31, 5.94, 1.9, 2.05, 8.06, repro,
2011-12-10,4.11, 11.80, 16.29, 1.88, 2.04, 7.81, repro,
2011-12-11,4.68, 14.71, 8.56, 2.01, 2.21, 8.32, repro,
2011-12-12,5.65, 13.31, 9.53, 1.95, 2.24, 8.44, repro,
2011-12-13,5.02, 13.88, 16.30, 1.96, 2.14, 8.27, repro,
2011-12-14,1.83, 17.63, 23.90, 1.9, 2.08, 8.02, repro,
2011-12-15,3.68, 11.83, 12.77, 1.96, 2.16, 8.32, repro,
2011-12-16,3.75, 16.37, 11.86, 1.93, 2.16, 8.24, repro,
2011-12-17,2.75, 15.28, 9.81, 1.89, 2.04, 7.97, repro,
2011-12-18,4.53, 13.08, 14.90, 1.86, 2.07, 7.9, repro,
2011-12-19,4.51, 12.50, 7.20, 1.85, 2.02, 7.74, repro,
2011-12-20,3.20, 12.01, 9.14, 1.98, 2.15, 8.27, repro,
2011-12-21,2.87, 14.07, 14.67, 1.93, 2.12, 8.12, repro,
2011-12-22,3.41, 13.66, 16.26, 1.88, 2.06, 7.96, repro,
2011-12-23,4.08, 13.75, 8.57, 1.86, 2.04, 7.79, repro,
2011-12-24,4.17, 14.27, 8.73, 1.87, 2.05, 7.85, repro,
2011-12-25,4.78, 12.74, 12.86, 1.85, 2.05, 7.8, repro,
2011-12-26,3.86, 13.60, 7.53, 1.9, 2.21, 8.23, repro,
2011-12-27,2.30, 14.42, 10.12, 1.96, 2.12, 8.36, repro,
2011-12-28,0.61, 13.45, 13.83, 1.86, 2.03, 7.82, repro,
2011-12-29,1.54, 16.76, 8.21, 1.93, 2.09, 8.18, repro,
2011-12-30,1.56, 10.33, 7.66, 1.92, 2.22, 8.35, repro,
2011-12-31,4.13, 15.51, 9.72, 1.88, 2.16, 8.14, repro,
2012-01-01,3.44, 17.03, 20.41, 1.89, 2.08, 8.22, repro,
2012-01-02,2.37, 13.61, 11.09, 1.89, 2.05, 8.02, repro,
2012-01-03,4.50, 15.42, 12.50, 1.83, 2.01, 7.74, repro,
2012-01-04,4.39, 14.33, 9.73, 1.86, 2.15, 8.04, repro,
2012-01-05,3.12, 13.31, 9.44, 1.91, 2.1, 8.18, repro,
2012-01-06,3.39, 13.82, 8.17, 1.89, 2.21, 8.11, repro,
2012-01-07,1.50, 15.30, 8.74, 1.86, 2.02, 8.03, repro,
2012-01-08,2.22, 13.49, 4.42, 1.92, 2.08, 8.25, repro,
