PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, LVEG
Station name, LaVega          
Begin Date, 2011-01-01
End Date, 2019-08-02
Release Date, 2019-08-03
Source file, LVEG.cwu.nam08.pos
Offset from source file, 5.29 mm North, 18.67 mm East, 9.81 mm Vertical
Reference position, 19.2227153684 North Latitude, -70.5310861961 East Longitude, 78.57825 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2013-03-18,9.89, 20.77, 20.42, 1.61, 1.8, 7.33, rern6,
2013-03-19,9.47, 22.22, 12.90, 1.59, 1.74, 7.26, rern6,
2013-03-20,9.79, 19.52, 12.97, 1.61, 1.77, 7.41, rern6,
2013-03-21,9.44, 21.14, 16.32, 1.61, 1.78, 7.33, rern6,
2013-03-22,9.55, 18.79, 22.01, 1.66, 1.84, 7.44, rern6,
2013-03-23,7.79, 20.27, 13.40, 1.58, 1.74, 7.23, rern6,
2013-03-24,11.11, 23.11, 22.44, 1.62, 1.77, 7.37, rern6,
2013-03-25,9.15, 21.17, 12.03, 1.72, 1.85, 8.05, rern6,
2013-03-26,11.02, 22.88, 15.30, 1.6, 1.76, 7.35, rern6,
2013-03-27,9.81, 21.82, 13.11, 1.67, 1.95, 7.69, rern6,
2013-03-28,9.49, 24.47, 19.41, 1.72, 1.86, 7.96, rern6,
2013-03-29,8.47, 21.00, 13.76, 1.62, 1.75, 7.44, rern6,
2013-03-30,9.28, 19.84, 16.61, 1.61, 1.75, 7.38, rern6,
2013-03-31,9.24, 22.30, 24.75, 1.63, 1.76, 7.52, rern6,
2013-04-01,8.60, 21.40, 13.54, 1.63, 1.79, 7.58, rern6,
2013-04-02,7.00, 23.66, 5.61, 1.64, 1.84, 7.65, rern6,
2013-04-03,10.90, 22.00, 12.62, 1.62, 1.75, 7.49, rern6,
2013-04-04,9.91, 21.40, 13.27, 1.65, 1.79, 7.81, rern6,
2013-04-05,11.37, 23.77, 12.42, 1.62, 1.78, 7.55, rern6,
2013-04-06,11.29, 22.98, 9.77, 1.63, 1.79, 7.58, rern6,
2013-04-07,7.54, 20.73, 13.76, 1.62, 1.75, 7.49, rern6,
2013-04-08,7.73, 24.62, 12.27, 1.63, 1.76, 7.51, rern6,
2013-04-09,10.88, 22.29, 11.19, 1.64, 1.82, 7.58, rern6,
2013-04-10,10.09, 22.17, 10.40, 1.64, 1.8, 7.64, rern6,
2013-04-11,9.06, 22.83, 12.44, 1.73, 1.92, 8.31, rern6,
2013-04-12,9.46, 22.25, 18.11, 1.66, 1.8, 7.72, rern6,
2013-04-13,7.92, 20.93, 6.14, 1.62, 1.76, 7.5, rern6,
2013-04-14,8.45, 21.45, 19.30, 1.63, 1.76, 7.5, rern6,
2013-04-15,9.31, 22.13, 16.61, 1.62, 1.77, 7.51, rern6,
2013-04-16,10.24, 23.27, 10.60, 1.62, 1.77, 7.51, rern6,
2013-04-17,7.89, 22.48, 4.47, 1.61, 1.76, 7.46, rern6,
2013-04-18,10.08, 23.16, 12.76, 1.64, 1.82, 7.58, rern6,
2013-04-19,8.68, 22.00, 12.87, 1.63, 1.77, 7.51, rern6,
2013-04-20,7.08, 24.53, 16.68, 1.72, 1.84, 7.84, rern6,
2013-04-21,8.89, 23.65, 2.27, 1.62, 1.77, 7.51, rern6,
2013-04-22,9.50, 22.43, 17.07, 1.62, 1.76, 7.46, rern6,
2013-04-23,7.49, 23.49, 13.67, 1.64, 1.81, 7.59, rern6,
2013-04-24,8.76, 21.21, 4.72, 1.79, 1.86, 8.31, rern6,
2013-04-25,8.82, 22.54, 4.82, 1.67, 1.77, 7.78, rern6,
2013-04-26,7.59, 22.03, 17.47, 1.66, 1.9, 7.75, rern6,
2013-04-27,8.17, 24.28, 14.50, 1.63, 1.81, 7.56, rern6,
2013-04-28,11.27, 26.07, 13.44, 1.71, 1.87, 7.87, rern6,
2013-04-29,9.42, 22.48, 15.02, 1.63, 1.78, 7.56, rern6,
2013-04-30,9.73, 21.23, 30.88, 1.66, 1.8, 7.81, rern6,
2013-05-01,8.36, 24.79, 9.31, 1.68, 1.77, 7.78, rern6,
2013-05-02,7.35, 22.78, 33.35, 1.69, 1.91, 7.8, rern6,
2013-05-03,7.15, 25.42, 15.53, 1.94, 1.97, 8.83, rern6,
2013-05-04,9.20, 24.59, 16.68, 1.63, 1.77, 7.59, rern6,
2013-05-05,3.50, 24.25, 15.04, 1.8, 2.05, 8.46, rern6,
2013-05-06,11.57, 24.38, 13.10, 1.74, 1.85, 7.99, rern6,
2013-05-07,7.88, 23.64, 22.19, 1.84, 2.01, 8.6, rern6,
2013-05-08,9.34, 20.89, 24.78, 1.72, 1.88, 7.73, rern6,
2013-05-09,8.38, 24.99, 17.25, 1.65, 1.83, 7.64, rern6,
2013-05-10,7.55, 28.05, 12.74, 1.79, 2.01, 8.55, rern6,
2013-05-11,9.17, 25.71, 22.05, 1.64, 1.77, 7.53, rern6,
2013-05-12,8.96, 25.74, 20.23, 1.63, 1.76, 7.44, rern6,
2013-05-13,7.97, 23.25, 11.96, 1.86, 1.96, 8.38, rern6,
2013-05-14,9.08, 28.20, 14.86, 1.62, 1.79, 7.54, rern6,
2013-05-15,7.89, 23.94, 18.53, 1.71, 1.82, 7.82, rern6,
2013-05-16,10.12, 23.18, 20.24, 1.67, 1.94, 7.83, rern6,
2013-05-17,9.70, 27.18, -3.55, 1.72, 1.88, 7.84, rern6,
2013-05-18,10.18, 28.55, 16.67, 1.63, 1.77, 7.49, rern6,
2013-05-19,11.17, 24.74, 21.32, 1.62, 1.78, 7.48, rern6,
2013-05-20,8.61, 22.59, 21.19, 1.63, 1.78, 7.54, rern6,
2013-05-21,10.47, 23.77, 22.00, 1.62, 1.78, 7.54, rern6,
2013-05-22,9.42, 23.49, 23.40, 1.66, 1.86, 7.64, rern6,
2013-05-23,9.17, 26.34, 8.89, 1.66, 1.8, 7.67, rern6,
2013-05-24,11.00, 25.74, 6.31, 1.74, 1.84, 7.92, rern6,
2013-05-25,6.67, 21.44, 0.36, 1.83, 1.9, 8.51, rern6,
2013-05-26,10.28, 23.97, 7.04, 1.65, 1.85, 7.67, rern6,
2013-05-27,9.43, 24.32, 18.38, 1.69, 1.84, 7.7, rern6,
2013-05-28,9.42, 25.98, 13.99, 1.81, 2.03, 8.3, rern6,
2013-05-29,8.71, 23.22, 11.43, 1.61, 1.76, 7.52, rern6,
2013-05-30,11.62, 27.46, 20.70, 1.72, 1.92, 8.1, rern6,
2013-05-31,11.37, 25.24, 4.74, 1.68, 1.87, 7.72, rern6,
2013-06-01,9.43, 24.10, -1.24, 1.68, 1.79, 7.68, rern6,
2013-06-02,7.15, 24.02, 11.62, 1.67, 1.8, 7.79, rern6,
2013-06-03,6.51, 23.69, 6.73, 1.67, 1.79, 7.68, rern6,
2013-06-04,6.39, 23.58, 6.64, 1.63, 1.78, 7.56, rern6,
2013-06-05,9.37, 22.96, 5.34, 1.68, 1.8, 7.67, rern6,
2013-06-06,7.43, 24.83, 5.48, 1.67, 1.8, 7.62, rern6,
2013-06-07,8.27, 23.59, 19.22, 1.65, 1.78, 7.63, rern6,
2013-06-08,7.48, 24.13, 16.49, 1.66, 1.86, 7.78, rern6,
2013-06-09,5.92, 22.92, 8.40, 1.63, 1.77, 7.5, rern6,
2013-06-10,9.41, 25.25, 9.99, 1.67, 1.79, 7.79, rern6,
2013-06-11,10.43, 23.28, 11.38, 1.75, 1.86, 7.95, rern6,
2013-06-12,10.67, 24.31, 12.50, 1.67, 1.83, 7.68, rern6,
2013-06-13,8.26, 24.09, 9.01, 1.64, 1.77, 7.54, rern6,
2013-06-14,9.01, 25.25, 10.50, 1.68, 1.78, 7.68, rern6,
2013-06-15,8.83, 24.67, 12.30, 1.63, 1.78, 7.53, rern6,
2013-06-16,14.89, 23.14, -8.17, 1.69, 1.89, 7.82, rern6,
2013-06-17,9.60, 25.38, 11.25, 1.63, 1.8, 7.58, rern6,
2013-06-18,8.76, 25.00, 11.11, 1.62, 1.76, 7.49, rern6,
2013-06-19,7.92, 20.75, 13.48, 1.66, 1.83, 7.61, rern6,
2013-06-20,6.92, 24.13, 15.21, 1.63, 1.76, 7.49, rern6,
2013-06-21,9.15, 25.00, 4.89, 1.67, 1.8, 7.69, rern6,
2013-06-22,7.48, 24.66, 15.20, 1.66, 1.78, 7.65, rern6,
2013-06-23,9.62, 24.24, 11.80, 1.67, 1.77, 7.66, rern6,
2013-06-24,10.80, 25.25, 9.12, 1.62, 1.79, 7.56, rern6,
2013-06-25,10.45, 22.79, 15.23, 1.63, 1.83, 7.65, rern6,
2013-06-26,9.47, 25.13, 5.00, 1.65, 1.79, 7.73, rern6,
2013-06-27,12.67, 23.10, 9.92, 1.64, 1.78, 7.51, rern6,
2013-06-28,10.13, 26.64, 18.92, 1.67, 1.81, 7.71, rern6,
2013-06-29,9.10, 24.61, 14.41, 1.72, 1.89, 7.95, rern6,
2013-06-30,6.86, 21.54, 12.07, 1.82, 2.03, 8.06, rern6,
2013-07-01,9.00, 24.96, 25.01, 1.64, 1.76, 7.53, rern6,
2013-07-02,9.35, 26.18, 16.69, 1.72, 1.99, 7.98, rern6,
2013-07-03,6.47, 24.57, 40.42, 1.61, 1.75, 7.46, rern6,
2013-07-04,9.11, 24.06, 28.78, 1.69, 1.82, 7.89, rern6,
2013-07-05,8.51, 26.25, 15.88, 1.6, 1.77, 7.44, rern6,
2013-07-06,6.03, 23.08, 8.71, 1.61, 1.82, 7.56, rern6,
2013-07-07,10.67, 22.74, 16.93, 1.75, 1.91, 7.87, rern6,
2013-07-08,7.12, 23.73, 21.35, 1.68, 1.8, 7.83, rern6,
2013-07-09,9.80, 26.31, 10.70, 1.63, 1.81, 7.53, rern6,
2013-07-10,9.27, 25.42, 21.65, 1.6, 1.75, 7.38, rern6,
2013-07-11,12.05, 25.01, 19.21, 1.64, 1.77, 7.57, rern6,
2013-07-12,8.52, 25.33, 8.84, 1.6, 1.77, 7.42, rern6,
2013-07-13,9.38, 25.96, 19.79, 1.65, 1.76, 7.63, rern6,
2013-07-14,8.03, 24.89, 18.91, 1.61, 1.76, 7.48, rern6,
2013-07-15,12.33, 27.61, 29.57, 1.64, 1.82, 7.66, rern6,
2013-07-16,10.61, 26.04, 6.37, 1.6, 1.75, 7.35, rern6,
2013-07-17,11.24, 28.70, 15.94, 1.6, 1.77, 7.4, rern6,
2013-07-18,5.35, 26.21, 16.88, 1.6, 1.77, 7.4, rern6,
2013-07-19,9.60, 28.62, 11.40, 1.6, 1.79, 7.45, rern6,
2013-07-20,7.65, 25.81, 13.20, 1.6, 1.77, 7.41, rern6,
2013-07-21,7.51, 27.51, 5.61, 1.72, 1.9, 7.98, rern6,
2013-07-22,8.90, 23.84, 18.11, 1.59, 1.79, 7.46, rern6,
2013-07-23,8.01, 27.62, 15.59, 1.62, 1.85, 7.54, rern6,
2013-07-24,8.27, 27.51, 22.96, 1.62, 1.85, 7.67, rern6,
2013-07-25,7.82, 27.55, 11.72, 1.62, 1.85, 7.63, rern6,
2013-07-26,9.76, 24.91, 13.41, 1.66, 1.8, 7.68, rern6,
2013-07-27,10.33, 26.09, 24.06, 1.61, 1.78, 7.51, rern6,
2013-07-28,6.71, 23.62, 14.03, 1.62, 1.87, 7.6, rern6,
2013-07-29,7.91, 25.89, 28.14, 1.6, 1.79, 7.51, rern6,
2013-07-30,10.60, 26.46, 17.82, 1.61, 1.79, 7.52, rern6,
2013-07-31,9.21, 26.25, 21.96, 1.63, 1.86, 7.77, rern6,
2013-08-01,9.43, 27.06, 15.07, 1.6, 1.77, 7.45, rern6,
2013-08-02,8.33, 25.36, 27.76, 1.6, 1.78, 7.44, rern6,
2013-08-03,9.67, 26.63, 15.32, 1.59, 1.77, 7.44, rern6,
2013-08-04,8.48, 26.59, 18.11, 1.6, 1.78, 7.52, rern6,
2013-08-05,9.53, 25.74, 19.76, 1.6, 1.78, 7.49, rern6,
2013-08-06,8.81, 26.62, 17.99, 1.61, 1.77, 7.52, rern6,
2013-08-07,10.19, 27.90, 15.62, 1.65, 1.78, 7.77, rern6,
2013-08-08,6.82, 28.10, 13.40, 1.59, 1.78, 7.44, rern6,
2013-08-09,5.34, 29.79, 33.73, 1.63, 1.81, 7.6, rern6,
2013-08-10,6.54, 29.45, -0.10, 1.74, 1.84, 8.11, rern6,
2013-08-11,8.82, 23.61, 16.42, 1.73, 1.87, 8.04, rern6,
2013-08-12,6.48, 24.48, 11.66, 1.64, 1.9, 7.77, rern6,
2013-08-13,6.63, 26.46, 10.96, 1.63, 1.81, 7.61, rern6,
2013-08-14,7.25, 26.24, 3.66, 1.61, 1.8, 7.59, rern6,
2013-08-15,8.65, 27.39, 17.52, 1.64, 1.82, 7.7, rern6,
2013-08-16,4.72, 28.74, 16.23, 1.79, 1.89, 8.48, rern6,
2013-08-17,8.74, 25.48, 18.14, 1.74, 1.9, 8.26, rern6,
2013-08-18,8.14, 30.32, 17.08, 1.6, 1.8, 7.53, rern6,
2013-08-19,6.25, 27.53, 17.99, 1.59, 1.77, 7.44, rern6,
2013-08-20,6.30, 26.00, 5.12, 1.68, 1.99, 8.15, rern6,
2013-08-21,8.81, 25.24, 16.44, 1.64, 1.95, 7.82, rern6,
2013-08-22,7.93, 25.20, 19.27, 1.69, 1.85, 8.09, rern6,
2013-08-23,9.45, 29.64, 1.78, 1.89, 2.22, 8.94, rern6,
2013-08-24,11.77, 27.81, 21.50, 1.6, 1.8, 7.52, rern6,
2013-08-25,10.82, 27.28, 19.76, 1.69, 1.98, 8.05, rern6,
2013-08-26,9.10, 28.32, 10.74, 1.69, 1.95, 8.06, rern6,
2013-08-27,11.40, 27.24, 10.02, 1.61, 1.8, 7.59, rern6,
2013-08-28,9.45, 27.31, 14.26, 1.62, 1.79, 7.59, rern6,
2013-08-29,7.74, 28.20, 11.16, 1.63, 1.86, 7.62, rern6,
2013-08-30,11.13, 24.86, 16.51, 1.6, 1.79, 7.51, rern6,
2013-08-31,9.17, 22.73, 16.55, 1.6, 1.81, 7.61, rern6,
2013-09-01,9.53, 24.70, 13.79, 1.61, 1.8, 7.62, rern6,
2013-09-02,9.24, 26.08, 10.60, 1.73, 1.93, 8.3, rern6,
2013-09-03,10.35, 23.75, 12.26, 1.67, 1.86, 7.83, rern6,
2013-09-04,11.79, 26.78, 31.28, 1.66, 1.9, 7.7, rern6,
2013-09-05,10.00, 36.08, 5.49, 1.8, 1.97, 8.82, rern6,
2013-09-06,13.13, 25.06, 1.46, 1.83, 2.2, 8.85, rern6,
2013-09-07,10.18, 28.15, 23.13, 1.75, 2.03, 8.25, rern6,
2013-09-08,11.25, 27.07, 21.19, 1.61, 1.79, 7.57, rern6,
2013-09-09,9.29, 25.38, 18.26, 1.66, 1.79, 7.66, rern6,
2013-09-10,10.66, 26.57, 17.67, 1.65, 1.81, 7.84, rern6,
2013-09-11,9.74, 25.72, 18.29, 1.61, 1.86, 7.63, rern6,
2013-09-12,9.64, 26.29, 19.44, 1.63, 1.82, 7.59, rern6,
2013-09-13,9.82, 27.44, 14.97, 1.65, 1.81, 7.62, rern6,
2013-09-14,11.22, 25.30, 16.16, 1.61, 1.77, 7.44, rern6,
2013-09-15,8.70, 26.11, 20.80, 1.6, 1.77, 7.43, rern6,
2013-09-16,10.21, 25.89, 11.11, 1.63, 1.92, 7.85, rern6,
2013-09-17,11.46, 24.76, 13.17, 1.59, 1.77, 7.45, rern6,
2013-09-18,12.62, 23.95, 23.35, 1.69, 1.87, 8.24, rern6,
2013-09-19,11.65, 24.58, 21.11, 1.68, 1.89, 7.96, rern6,
2013-09-20,10.90, 27.90, 32.42, 1.61, 1.83, 7.57, rern6,
2013-09-21,13.81, 26.63, 23.51, 1.59, 1.77, 7.44, rern6,
2013-09-22,9.25, 26.73, 26.32, 1.6, 1.8, 7.52, rern6,
2013-09-23,10.82, 23.85, 21.17, 1.61, 1.77, 7.44, rern6,
2013-09-24,10.76, 24.60, 15.67, 1.61, 1.79, 7.55, rern6,
2013-09-25,8.69, 27.23, 19.69, 1.61, 1.79, 7.52, rern6,
2013-09-26,10.59, 25.17, 13.70, 1.6, 1.77, 7.42, rern6,
2013-09-27,9.79, 26.85, 14.01, 1.69, 1.95, 8.01, rern6,
2013-09-28,9.87, 27.61, 15.90, 1.81, 2.17, 8.63, rern6,
2013-09-29,11.01, 26.52, 9.13, 1.84, 1.99, 8.89, rern6,
2013-09-30,9.49, 25.74, 19.89, 1.69, 1.88, 7.93, rern6,
2013-10-01,9.94, 24.42, 20.63, 1.64, 1.79, 7.79, rern6,
2013-10-02,12.35, 25.39, 3.54, 1.61, 1.8, 7.58, rern6,
2013-10-03,11.82, 26.04, 18.81, 1.59, 1.76, 7.42, rern6,
2013-10-04,13.90, 27.19, 24.05, 1.93, 2.34, 9.01, rern6,
2013-10-05,9.90, 26.26, 19.20, 1.61, 1.78, 7.52, rern6,
2013-10-06,12.50, 28.54, 24.88, 1.66, 1.84, 7.57, rern6,
2013-10-07,10.04, 29.64, 20.82, 1.83, 2.11, 8.38, rern6,
2013-10-08,9.00, 28.92, 21.64, 1.66, 1.9, 7.83, rern6,
2013-10-09,11.46, 25.65, 22.31, 1.88, 2.12, 8.75, rern6,
2013-10-10,10.60, 24.89, 10.05, 1.62, 1.86, 7.72, rern6,
2013-10-11,11.12, 26.08, 15.46, 1.66, 1.79, 7.84, rern6,
2013-10-12,9.83, 28.11, 8.67, 1.6, 1.78, 7.46, rern6,
2013-10-13,8.77, 27.26, 23.59, 1.6, 1.78, 7.44, rern6,
2013-10-14,9.52, 29.14, 3.33, 1.68, 1.92, 8.07, rern6,
2013-10-15,9.96, 26.06, 12.79, 1.64, 1.81, 7.81, rern6,
2013-10-16,11.58, 28.28, 20.72, 1.7, 2, 8.28, rern6,
2013-10-17,8.76, 29.48, 13.92, 1.61, 1.77, 7.5, rern6,
2013-10-18,10.39, 25.87, 12.30, 1.81, 2.13, 8.8, rern6,
2013-10-19,9.71, 27.41, 27.03, 1.59, 1.78, 7.44, rern6,
2013-10-20,10.41, 26.34, 23.92, 1.65, 1.81, 7.87, rern6,
2013-10-21,9.36, 27.18, 17.80, 1.63, 1.78, 7.74, rern6,
2013-10-22,8.06, 27.67, 10.08, 1.71, 1.96, 7.88, rern6,
2013-10-23,8.34, 28.62, 13.54, 1.62, 1.85, 7.58, rern6,
2013-10-24,10.80, 30.30, 8.70, 1.69, 2.04, 7.85, rern6,
2013-10-25,9.61, 27.90, 1.56, 1.63, 1.87, 7.65, rern6,
2013-10-26,10.69, 28.20, 16.31, 1.61, 1.8, 7.55, rern6,
2013-10-27,10.90, 26.79, 8.90, 1.67, 1.83, 7.92, rern6,
2013-10-29,7.64, 27.86, 7.29, 1.73, 1.94, 7.94, rern6,
2013-10-30,9.70, 27.20, 13.36, 1.63, 1.91, 7.8, rern6,
2013-10-31,9.94, 29.08, 20.39, 1.64, 1.83, 7.79, rern6,
2013-11-01,12.02, 26.08, 13.80, 1.65, 1.9, 7.85, rern6,
2013-11-02,10.33, 29.78, 17.89, 1.66, 1.97, 7.8, rern6,
2013-11-03,10.00, 26.61, 15.42, 1.66, 1.97, 7.84, rern6,
2013-11-04,10.76, 28.58, 7.87, 1.66, 1.97, 7.87, rern6,
2013-11-05,10.01, 27.54, 10.59, 1.78, 2.09, 8.66, rern6,
2013-11-06,9.30, 28.06, 17.05, 1.61, 1.81, 7.49, rern6,
2013-11-07,9.20, 28.50, 13.05, 1.62, 1.85, 7.56, rern6,
2013-11-08,9.79, 29.66, 19.06, 1.61, 1.84, 7.6, rern6,
2013-11-09,9.45, 28.16, 7.10, 1.63, 1.83, 7.64, rern6,
2013-11-10,4.53, 31.85, 6.98, 1.66, 1.93, 7.84, rern6,
2013-11-11,9.32, 29.44, 16.87, 1.61, 1.82, 7.51, rern6,
2013-11-12,8.38, 28.21, 12.30, 1.65, 1.88, 7.79, rern6,
2013-11-13,6.84, 29.49, 1.91, 1.64, 1.89, 7.72, rern6,
2013-11-14,9.23, 30.13, 13.62, 1.65, 1.88, 7.91, rern6,
2013-11-15,10.29, 28.13, 7.21, 1.62, 1.84, 7.65, rern6,
2013-11-16,9.59, 28.36, 16.97, 1.61, 1.83, 7.58, rern6,
2013-11-17,10.97, 28.62, 23.22, 1.62, 1.84, 7.59, rern6,
2013-11-18,10.09, 29.93, 18.06, 1.63, 1.86, 7.63, rern6,
2013-11-19,7.71, 28.54, 15.52, 1.7, 1.94, 8.1, rern6,
2013-11-20,8.66, 27.41, 4.96, 1.62, 1.84, 7.65, rern6,
2013-11-21,9.50, 28.62, 11.05, 1.62, 1.84, 7.61, rern6,
2013-11-22,8.81, 28.05, 12.67, 1.65, 1.87, 7.78, rern6,
2013-11-23,8.03, 29.49, 16.64, 1.61, 1.83, 7.56, rern6,
2013-11-24,9.60, 28.75, 13.22, 1.62, 1.85, 7.63, rern6,
2013-11-25,8.39, 26.15, -9.32, 1.84, 2.19, 8.36, rern6,
2013-11-26,10.18, 29.32, -3.57, 1.64, 1.86, 7.68, rern6,
2013-11-27,6.34, 27.78, 18.18, 1.62, 1.85, 7.7, rern6,
2013-11-28,7.87, 28.34, 19.63, 1.61, 1.83, 7.6, rern6,
2013-11-29,7.96, 28.16, 13.22, 1.6, 1.83, 7.57, rern6,
2013-11-30,10.43, 30.10, 0.66, 1.6, 1.83, 7.61, rern6,
2013-12-01,9.35, 29.13, 10.71, 1.67, 1.91, 7.95, rern6,
2013-12-02,7.98, 28.08, 10.82, 1.96, 2.21, 8.02, supp6,
2013-12-03,7.93, 25.88, 4.27, 1.69, 1.93, 8.02, rern6,
2013-12-04,9.30, 28.51, 3.24, 1.64, 1.84, 7.82, rern6,
2013-12-05,10.34, 29.30, 5.53, 1.74, 1.97, 8.1, rern6,
2013-12-06,8.89, 26.30, 21.40, 1.67, 1.9, 7.72, rern6,
2013-12-07,6.44, 27.66, 20.56, 1.65, 1.96, 7.88, rern6,
2013-12-08,5.69, 30.82, 5.82, 1.64, 1.84, 7.84, rern6,
2013-12-09,9.07, 28.73, 16.24, 1.6, 1.82, 7.55, rern6,
2013-12-10,9.87, 27.74, 18.04, 1.83, 2.08, 8.95, rern6,
2013-12-11,9.61, 29.21, 9.76, 1.69, 1.98, 8.14, rern6,
2013-12-12,8.47, 30.51, 15.58, 1.66, 1.85, 7.65, rern6,
2013-12-13,7.51, 30.26, 22.20, 1.64, 1.85, 7.67, rern6,
2013-12-14,7.53, 28.38, 20.57, 1.62, 1.84, 7.66, rern6,
2013-12-15,10.29, 31.03, 13.13, 1.64, 1.9, 7.85, rern6,
2013-12-16,9.80, 27.96, 7.56, 1.65, 1.86, 7.79, rern6,
2013-12-17,8.95, 28.77, 6.09, 1.64, 1.83, 7.69, rern6,
2013-12-18,9.25, 29.37, 16.37, 1.61, 1.79, 7.56, rern6,
2013-12-19,10.22, 27.68, 3.81, 1.62, 1.83, 7.65, rern6,
2013-12-20,7.34, 26.49, 3.83, 1.64, 1.89, 7.74, rern6,
2013-12-21,11.41, 23.62, 9.34, 1.64, 1.82, 7.71, rern6,
2013-12-22,8.86, 25.64, 16.24, 1.67, 1.83, 7.87, rern6,
2013-12-23,9.60, 28.02, 1.32, 1.67, 1.92, 7.86, rern6,
2013-12-24,9.98, 31.76, 16.71, 1.66, 1.9, 7.8, rern6,
2013-12-25,9.45, 29.13, 10.73, 1.66, 1.85, 7.83, rern6,
2013-12-26,9.50, 29.38, 10.51, 1.66, 1.83, 7.74, rern6,
2013-12-27,10.50, 29.76, 6.16, 1.77, 1.97, 8.13, rern6,
2013-12-28,11.38, 27.83, 17.01, 1.61, 1.81, 7.57, rern6,
2013-12-29,10.13, 29.45, 7.89, 1.67, 1.84, 7.77, rern6,
2013-12-30,8.23, 29.86, 16.94, 1.66, 1.85, 7.85, rern6,
2013-12-31,9.55, 31.37, 10.84, 1.65, 1.82, 7.69, rern6,
2014-01-01,10.92, 28.65, 13.04, 1.67, 1.83, 7.71, rern6,
2014-01-02,7.99, 30.42, 5.39, 1.65, 1.82, 7.63, rern6,
2014-01-03,8.89, 31.75, 10.62, 1.65, 1.83, 7.76, rern6,
2014-01-04,10.15, 32.93, 14.58, 1.68, 1.91, 7.98, rern6,
2014-01-05,10.52, 31.67, 17.63, 1.86, 2.1, 8.63, rern6,
2014-01-06,8.09, 28.55, 21.41, 1.68, 1.87, 7.76, rern6,
2014-01-07,11.18, 31.75, 3.32, 1.67, 1.84, 7.68, rern6,
2014-01-08,11.22, 29.34, 26.85, 1.62, 1.83, 7.6, rern6,
2014-01-09,8.23, 31.83, 14.12, 1.71, 1.94, 8.2, rern6,
2014-01-10,14.35, 31.25, 29.39, 1.73, 1.88, 8.2, rern6,
2014-01-11,9.51, 31.70, 18.92, 1.71, 1.89, 8.05, rern6,
2014-01-12,11.46, 30.81, 16.82, 1.65, 1.9, 7.76, rern6,
2014-01-13,10.67, 30.28, 19.30, 1.6, 1.81, 7.46, rern6,
2014-01-14,9.11, 30.12, 13.16, 1.65, 1.84, 7.73, rern6,
2014-01-15,9.97, 30.60, 17.81, 1.62, 1.84, 7.68, rern6,
2014-01-16,10.20, 29.26, 21.83, 1.67, 1.86, 7.86, rern6,
2014-01-17,9.04, 31.04, 23.76, 1.73, 1.88, 8, rern6,
2014-01-18,10.99, 30.29, 21.80, 1.61, 1.82, 7.52, rern6,
2014-01-19,10.51, 30.60, 24.24, 1.65, 1.86, 7.71, rern6,
2014-01-20,10.16, 31.05, 19.54, 1.61, 1.84, 7.57, rern6,
2014-01-21,9.88, 31.46, 26.07, 1.66, 1.87, 7.82, rern6,
2014-01-22,10.96, 30.93, 17.47, 1.6, 1.8, 7.54, rern6,
2014-01-23,10.47, 29.98, 17.18, 1.69, 1.99, 8.16, rern6,
2014-01-24,11.42, 29.45, 16.02, 1.65, 1.92, 7.86, rern6,
2014-01-25,10.09, 30.70, 20.31, 1.66, 1.9, 7.83, rern6,
2014-01-26,11.35, 31.71, 22.94, 1.67, 1.91, 7.9, rern6,
2014-01-27,9.84, 34.23, 19.48, 1.66, 1.96, 8.02, rern6,
2014-01-28,8.99, 31.69, 14.90, 1.65, 1.88, 8, rern6,
2014-01-29,10.72, 33.32, 22.17, 1.63, 1.83, 7.72, rern6,
2014-01-30,10.45, 32.35, 18.37, 1.65, 1.83, 7.81, rern6,
2014-01-31,8.98, 30.77, 17.28, 1.67, 1.84, 7.9, rern6,
2014-02-01,10.09, 30.43, 26.80, 1.68, 1.88, 7.89, rern6,
2014-02-02,10.37, 32.18, 35.56, 1.69, 1.89, 7.86, rern6,
2014-02-03,11.39, 32.39, 15.46, 1.75, 2.02, 8.12, rern6,
2014-02-04,11.68, 30.64, 21.68, 1.7, 2.02, 8.12, rern6,
2014-02-05,10.70, 33.47, 26.40, 1.63, 1.81, 7.6, rern6,
2014-02-06,7.19, 30.51, 17.26, 1.69, 1.87, 8.15, rern6,
2014-02-07,9.56, 32.12, 19.20, 1.68, 1.93, 7.91, rern6,
2014-02-08,10.44, 34.81, -0.62, 1.71, 1.9, 7.85, rern6,
2014-02-09,10.08, 33.50, 11.90, 1.62, 1.8, 7.71, rern6,
2014-02-10,8.68, 32.33, 11.90, 1.64, 1.83, 7.76, rern6,
2014-02-11,9.67, 32.13, 13.18, 1.6, 1.8, 7.56, rern6,
2014-02-12,11.81, 31.56, 14.90, 1.64, 1.87, 7.81, rern6,
2014-02-13,10.08, 31.25, 7.18, 1.62, 1.81, 7.64, rern6,
2014-02-14,9.44, 32.18, 6.55, 1.69, 1.89, 7.88, rern6,
2014-02-15,11.22, 29.07, 19.40, 1.62, 1.79, 7.58, rern6,
2014-02-16,10.26, 31.75, 19.25, 1.61, 1.84, 7.6, rern6,
